Genotype,Compartment,Trial,Time_ds,Time,dff0,Opto
+,gamma3,1,28.0,2.8,0.006514641540241927,0.0
+,gamma3,1,29.0,2.9,-0.004568278628136986,0.0
+,gamma3,1,30.0,3.0,-0.0020820240706026063,0.0
+,gamma3,1,31.0,3.1,0.06696048191982407,0.0
+,gamma3,1,32.0,3.2,-0.04109370729522097,0.0
+,gamma3,1,33.0,3.3000000000000003,0.0045390153793665915,0.0
+,gamma3,1,34.0,3.4,-0.0438246719470007,0.0
+,gamma3,1,35.0,3.5,0.07138565612409686,0.0
+,gamma3,1,36.0,3.6,0.07935015399147387,0.0
+,gamma3,1,37.0,3.6999999999999997,0.044757119368615296,0.0
+,gamma3,1,38.0,3.8,0.039645941200140776,0.0
+,gamma3,1,39.0,3.9,-0.022256739940516135,0.0
+,gamma3,1,40.0,4.0,0.005608602416297959,0.2
+,gamma3,1,41.0,4.0875,,1.0
+,gamma3,2,0.0,0.025000000000000005,0.20175118307859505,0.0
+,gamma3,2,1.0,0.09999999999999999,-0.04505911752815617,0.0
+,gamma3,2,2.0,0.2,0.07340120313223526,0.0
+,gamma3,2,3.0,0.3,-0.03999131604395164,0.0
+,gamma3,2,4.0,0.4,-0.07862858631289087,0.0
+,gamma3,2,5.0,0.5,-0.05129706629040968,0.0
+,gamma3,2,6.0,0.6,-0.14633798840991324,0.0
+,gamma3,2,7.0,0.7000000000000001,-0.07946002914245727,0.0
+,gamma3,2,8.0,0.8,0.0037540371427638554,0.0
+,gamma3,2,9.0,0.9,-0.05385578833840998,0.0
+,gamma3,2,10.0,1.0,0.008586107138954201,0.0
+,gamma3,2,11.0,1.0999999999999999,-0.08820705734091498,0.0
+,gamma3,2,12.0,1.2,0.06934015381525391,0.0
+,gamma3,2,13.0,1.3,0.04388909592760567,0.0
+,gamma3,2,14.0,1.4,0.05102883819214217,0.0
+,gamma3,2,15.0,1.5,0.15560482951335694,0.0
+,gamma3,2,16.0,1.6,0.006786207871264427,0.0
+,gamma3,2,17.0,1.7,-0.058200226050729754,0.0
+,gamma3,2,18.0,1.8,-0.013383727137490009,0.0
+,gamma3,2,19.0,1.9000000000000001,0.011153339348976776,0.0
+,gamma3,2,20.0,2.0,1.0122473835156762,0.0
+,gamma3,2,21.0,2.1,-0.12790270809334525,0.0
+,gamma3,2,22.0,2.2,0.19182351173559434,0.0
+,gamma3,2,23.0,2.3000000000000003,0.02578372622543057,0.0
+,gamma3,2,24.0,2.4,0.000980575339737344,0.0
+,gamma3,2,25.0,2.5,0.030536651714814827,0.0
+,gamma3,2,26.0,2.6,-0.07856901517873563,0.0
+,gamma3,2,27.0,2.6999999999999997,0.16708220136059546,0.0
+,gamma3,2,28.0,2.8,0.024227784935709852,0.0
+,gamma3,2,29.0,2.9,0.02730846358773679,0.0
+,gamma3,2,30.0,3.0,-0.017056713066260266,0.0
+,gamma3,2,31.0,3.1,0.14163398019362142,0.0
+,gamma3,2,32.0,3.2,0.056400452460538396,0.0
+,gamma3,2,33.0,3.3000000000000003,0.017079248837083782,0.0
+,gamma3,2,34.0,3.4,-0.10977833236265407,0.0
+,gamma3,2,35.0,3.5,0.057542232531846725,0.0
+,gamma3,2,36.0,3.6,-0.0032106794561833187,0.0
+,gamma3,2,37.0,3.6999999999999997,-0.016554329834884546,0.0
+,gamma3,2,38.0,3.8,0.07500962375442617,0.0
+,gamma3,2,39.0,3.9,0.16973169847016564,0.0
+,gamma3,2,40.0,4.0,-0.16691045408231653,0.8
+,gamma3,2,41.0,4.0875,,1.0
+,gamma3,3,0.0,0.025000000000000005,0.00022767625227237964,0.0
+,gamma3,3,1.0,0.09999999999999999,-0.19076301131278425,0.0
+,gamma3,3,2.0,0.2,0.02362203431923109,0.0
+,gamma3,3,3.0,0.3,0.00574287255287272,0.0
+,gamma3,3,4.0,0.4,0.03974497827956369,0.0
+,gamma3,3,5.0,0.5,0.06568160970656704,0.0
+,gamma3,3,6.0,0.6,0.05182878137881812,0.0
+,gamma3,3,7.0,0.7000000000000001,0.007079647273047218,0.0
+,gamma3,3,8.0,0.8,-0.06695365830749318,0.0
+,gamma3,3,9.0,0.9,0.07121281528525329,0.0
+,gamma3,3,10.0,1.0,0.07312912587213816,0.0
+,gamma3,3,11.0,1.0999999999999999,-0.10217567102433156,0.0
+,gamma3,3,12.0,1.2,-0.05852957617868075,0.0
+,gamma3,3,13.0,1.3,-0.01118693902299043,0.0
+,gamma3,3,14.0,1.4,0.014395887358313897,0.0
+,gamma3,3,15.0,1.5,-0.07875409718462685,0.0
+,gamma3,3,16.0,1.6,0.04510968736615637,0.0
+,gamma3,3,17.0,1.7,0.019174656866961775,0.0
+,gamma3,3,18.0,1.8,-0.03670572829195111,0.0
+,gamma3,3,19.0,1.9000000000000001,0.041699711133854844,0.0
+,gamma3,3,20.0,2.0,0.10750744963384835,0.0
+,gamma3,3,21.0,2.1,-0.10731464928991268,0.0
+,gamma3,3,22.0,2.2,-0.044995332484841756,0.0
+,gamma3,3,23.0,2.3000000000000003,-0.007264665891939377,0.0
+,gamma3,3,24.0,2.4,-0.004205292849719622,0.0
+,gamma3,3,25.0,2.5,-0.06023136243921434,0.0
+,gamma3,3,26.0,2.6,0.02570644232601822,0.0
+,gamma3,3,27.0,2.6999999999999997,-0.08783135785934493,0.0
+,gamma3,3,28.0,2.8,0.024947602544745505,0.0
+,gamma3,3,29.0,2.9,-0.06493809019647556,0.0
+,gamma3,3,30.0,3.0,0.010491224433157332,0.0
+,gamma3,3,31.0,3.1,-0.03067023045355821,0.0
+,gamma3,3,32.0,3.2,-0.07402815829366242,0.0
+,gamma3,3,33.0,3.3000000000000003,-0.049192965198970685,0.0
+,gamma3,3,34.0,3.4,0.013521780774822512,0.0
+,gamma3,3,35.0,3.5,-0.17103157607188466,0.0
+,gamma3,3,36.0,3.6,0.018079622245884684,0.0
+,gamma3,3,37.0,3.6999999999999997,-0.1496912083833499,0.0
+,gamma3,3,38.0,3.8,0.018511872754204583,0.0
+,gamma3,3,39.0,3.9,-0.05293113163203359,0.0
+,gamma3,3,40.0,4.0,-0.11660003057974788,0.8
+,gamma3,3,41.0,4.0875,,1.0
+,gamma3,4,0.0,0.025000000000000005,0.06042928756261031,0.0
+,gamma3,4,1.0,0.09999999999999999,0.051114146241009,0.0
+,gamma3,4,2.0,0.2,0.06063791107992389,0.0
+,gamma3,4,3.0,0.3,0.02504430846098471,0.0
+,gamma3,4,4.0,0.4,0.10678219235601064,0.0
+,gamma3,4,5.0,0.5,-0.06861144704445706,0.0
+,gamma3,4,6.0,0.6,0.03482652340484334,0.0
+,gamma3,4,7.0,0.7000000000000001,-0.027281710434916635,0.0
+,gamma3,4,8.0,0.8,-0.04821981478323636,0.0
+,gamma3,4,9.0,0.9,-0.04508762636407474,0.0
+,gamma3,4,10.0,1.0,-0.0014010516502039217,0.0
+,gamma3,4,11.0,1.0999999999999999,0.03081690093033984,0.0
+,gamma3,4,12.0,1.2,-0.032745621117489375,0.0
+,gamma3,4,13.0,1.3,-0.06457063231590854,0.0
+,gamma3,4,14.0,1.4,-0.007956286130140966,0.0
+,gamma3,4,15.0,1.5,-0.05169673837372583,0.0
+,gamma3,4,16.0,1.6,0.010439446966412191,0.0
+,gamma3,4,17.0,1.7,0.02682672297783817,0.0
+,gamma3,4,18.0,1.8,-0.03930936257580242,0.0
+,gamma3,4,19.0,1.9000000000000001,-0.009615552007648224,0.0
+,gamma3,4,20.0,2.0,1.4198099990223894,0.0
+,gamma3,4,21.0,2.1,-0.024490611339207453,0.0
+,gamma3,4,22.0,2.2,0.05056321811761786,0.0
+,gamma3,4,23.0,2.3000000000000003,0.21025743147248166,0.0
+,gamma3,4,24.0,2.4,0.17751893283417516,0.0
+,gamma3,4,25.0,2.5,0.12025360025554765,0.0
+,gamma3,4,26.0,2.6,0.16176765472989904,0.0
+,gamma3,4,27.0,2.6999999999999997,0.22986399115787015,0.0
+,gamma3,4,28.0,2.8,0.24180130729028804,0.0
+,gamma3,4,29.0,2.9,0.2756112801097486,0.0
+,gamma3,4,30.0,3.0,0.3096663349252765,0.0
+,gamma3,4,31.0,3.1,0.24391873471746836,0.0
+,gamma3,4,32.0,3.2,0.28282074173621263,0.0
+,gamma3,4,33.0,3.3000000000000003,0.1455983194025793,0.0
+,gamma3,4,34.0,3.4,0.11762251337214691,0.0
+,gamma3,4,35.0,3.5,0.2028604112275397,0.0
+,gamma3,4,36.0,3.6,0.1493863553451013,0.0
+,gamma3,4,37.0,3.6999999999999997,0.24277839452089048,0.0
+,gamma3,4,38.0,3.8,0.05539032070462382,0.0
+,gamma3,4,39.0,3.9,0.1870536352167161,0.0
+,gamma3,4,40.0,4.0,0.1757069464401102,0.8
+,gamma3,4,41.0,4.0875,,1.0
+,gamma3,5,0.0,0.025000000000000005,0.03769725178479988,0.0
+,gamma3,5,1.0,0.09999999999999999,-0.012776748325919832,0.0
+,gamma3,5,2.0,0.2,0.02051060849831441,0.0
+,gamma3,5,3.0,0.3,0.0005616768178194897,0.0
+,gamma3,5,4.0,0.4,0.02128070667756765,0.0
+,gamma3,5,5.0,0.5,0.009324562107592915,0.0
+,gamma3,5,6.0,0.6,0.034256587050014754,0.0
+,gamma3,5,7.0,0.7000000000000001,-0.021092591115325725,0.0
+,gamma3,5,8.0,0.8,-0.004242964707918895,0.0
+,gamma3,5,9.0,0.9,-0.03630624083732029,0.0
+,gamma3,5,10.0,1.0,-0.006999490048360401,0.0
+,gamma3,5,11.0,1.0999999999999999,-0.0029600765157612083,0.0
+,gamma3,5,12.0,1.2,0.010002207920451455,0.0
+,gamma3,5,13.0,1.3,-0.011765575934030862,0.0
+,gamma3,5,14.0,1.4,0.005524924071332449,0.0
+,gamma3,5,15.0,1.5,-0.013637147872700687,0.0
+,gamma3,5,16.0,1.6,-0.013685525054764969,0.0
+,gamma3,5,17.0,1.7,0.041152445908157885,0.0
+,gamma3,5,18.0,1.8,-0.04134647761631645,0.0
+,gamma3,5,19.0,1.9000000000000001,-0.023518755497710726,0.0
+,gamma3,5,20.0,2.0,0.050787338021616904,0.0
+,gamma3,5,21.0,2.1,-0.006568884426127093,0.0
+,gamma3,5,22.0,2.2,0.0028619063042771174,0.0
+,gamma3,5,23.0,2.3000000000000003,-0.021561955302048408,0.0
+,gamma3,5,24.0,2.4,-0.030195821244688913,0.0
+,gamma3,5,25.0,2.5,-0.007411832472666709,0.0
+,gamma3,5,26.0,2.6,-0.0619918053262082,0.0
+,gamma3,5,27.0,2.6999999999999997,-0.020540230840246105,0.0
+,gamma3,5,28.0,2.8,0.0012932193570046823,0.0
+,gamma3,5,29.0,2.9,-0.024723517787625344,0.0
+,gamma3,5,30.0,3.0,-0.04222627673778421,0.0
+,gamma3,5,31.0,3.1,-0.036308473005955744,0.0
+,gamma3,5,32.0,3.2,-0.06576047709576134,0.0
+,gamma3,5,33.0,3.3000000000000003,-0.056299775305641196,0.0
+,gamma3,5,34.0,3.4,-0.045713938768567955,0.0
+,gamma3,5,35.0,3.5,-0.07316847660866051,0.0
+,gamma3,5,36.0,3.6,-0.03476186423573287,0.0
+,gamma3,5,37.0,3.6999999999999997,-0.019377270981141986,0.0
+,gamma3,5,38.0,3.8,-0.052749287873988734,0.0
+,gamma3,5,39.0,3.9,0.0033861818394335477,0.0
+,gamma3,5,40.0,4.0,-0.061750122340308265,0.4
+,gamma3,5,41.0,4.0875,,1.0
+,gamma4,0,0.0,0.025000000000000005,0.10409993735658889,0.0
+,gamma4,0,1.0,0.09999999999999999,0.06590004224811256,0.0
+,gamma4,0,2.0,0.2,0.048237913435690415,0.0
+,gamma4,0,3.0,0.3,0.006779546182738572,0.0
+,gamma4,0,4.0,0.4,-0.0007179642229671712,0.0
+,gamma4,0,5.0,0.5,0.08080751251338529,0.0
+,gamma4,0,6.0,0.6,0.0550262644176718,0.0
+,gamma4,0,7.0,0.7000000000000001,0.04355873470159877,0.0
+,gamma4,0,8.0,0.8,-0.025185158212542524,0.0
+,gamma4,0,9.0,0.9,-0.02680006783177576,0.0
+,gamma4,0,10.0,1.0,-0.02346598385199854,0.0
+,gamma4,0,11.0,1.0999999999999999,-0.0898881954653497,0.0
+,gamma4,0,12.0,1.2,-0.06481451496524904,0.0
+,gamma4,0,13.0,1.3,-0.05836203971481838,0.0
+,gamma4,0,14.0,1.4,-0.025903868604936632,0.0
+,gamma4,0,15.0,1.5,-0.01669991846357984,0.0
+,gamma4,0,16.0,1.6,-0.025782093754398105,0.0
+,gamma4,0,17.0,1.7,0.06083404928289841,0.0
+,gamma4,0,18.0,1.8,0.027705718538026856,0.0
+,gamma4,0,19.0,1.9000000000000001,-0.07497674562979799,0.0
+,gamma4,0,20.0,2.0,0.5120257888092786,0.0
+,gamma4,0,21.0,2.1,0.3071893474066852,0.0
+,gamma4,0,22.0,2.2,0.07962717196862283,0.0
+,gamma4,0,23.0,2.3000000000000003,0.17569240667646482,0.0
+,gamma4,0,24.0,2.4,0.11781433245220634,0.0
+,gamma4,0,25.0,2.5,-0.04959504639009982,0.0
+,gamma4,0,26.0,2.6,-0.031154513631098092,0.0
+,gamma4,0,27.0,2.6999999999999997,0.04031538492418355,0.0
+,gamma4,0,28.0,2.8,0.10329208458994446,0.0
+,gamma4,0,29.0,2.9,0.08567850653492655,0.0
+,gamma4,0,30.0,3.0,0.010459056862736182,0.0
+,gamma4,0,31.0,3.1,0.1227720811058306,0.0
+,gamma4,0,32.0,3.2,-0.00017833449312976146,0.0
+,gamma4,0,33.0,3.3000000000000003,0.013815426436076065,0.0
+,gamma4,0,34.0,3.4,0.050446574940555954,0.0
+,gamma4,0,35.0,3.5,0.031234005547421062,0.0
+,gamma4,0,36.0,3.6,0.1026020271035594,0.0
+,gamma4,0,37.0,3.6999999999999997,0.2427561250187967,0.0
+,gamma4,0,38.0,3.8,0.22089554956199065,0.0
+,gamma4,0,39.0,3.9,0.2183693183488579,0.0
+,gamma4,0,40.0,4.0,0.25494475286943136,0.0
+,gamma4,0,41.0,4.0875,0.03290741484975618,0.0
+,gamma4,1,0.0,0.025000000000000005,-0.14905660808507074,0.0
+,gamma4,1,1.0,0.09999999999999999,-0.14559357415387164,0.0
+,gamma4,1,2.0,0.2,-0.22558631079422858,0.0
+,gamma4,1,3.0,0.3,-0.08265904747706883,0.0
+,gamma4,1,4.0,0.4,0.030943398995481864,0.0
+,gamma4,1,5.0,0.5,0.14781165382367054,0.0
+,gamma4,1,6.0,0.6,0.1052181387924136,0.0
+,gamma4,1,7.0,0.7000000000000001,0.004094458305698952,0.0
+,gamma4,1,8.0,0.8,0.11597954891794493,0.0
+,gamma4,1,9.0,0.9,0.08689572833799042,0.0
+,gamma4,1,10.0,1.0,0.014427430627400284,0.0
+,gamma4,1,11.0,1.0999999999999999,0.017516611378814884,0.0
+,gamma4,1,12.0,1.2,0.10198322739378271,0.0
+,gamma4,1,13.0,1.3,0.1886188097906405,0.0
+,gamma4,1,14.0,1.4,0.07532224319245895,0.0
+,gamma4,1,15.0,1.5,-0.02282966497946755,0.0
+,gamma4,1,16.0,1.6,0.028414483064460504,0.0
+,gamma4,1,17.0,1.7,-0.08442274877288396,0.0
+,gamma4,1,18.0,1.8,-0.08363487636920597,0.0
+,gamma4,1,19.0,1.9000000000000001,-0.1848069620885648,0.0
+,gamma4,1,20.0,2.0,-0.08835129685632159,0.0
+,gamma4,1,21.0,2.1,-0.07773355758087264,0.0
+,gamma4,1,22.0,2.2,0.1227135406976165,0.0
+,gamma4,1,23.0,2.3000000000000003,0.241880014177841,0.0
+,gamma4,1,24.0,2.4,0.1489326984137404,0.0
+,gamma4,1,25.0,2.5,0.040334014128470264,0.0
+,gamma4,1,26.0,2.6,-0.025309145779277786,0.0
+,gamma4,1,27.0,2.6999999999999997,-0.0568497893905708,0.0
+,gamma4,1,28.0,2.8,-0.05243358433570635,0.0
+,gamma4,1,29.0,2.9,-0.0700788364823931,0.0
+,gamma4,1,30.0,3.0,-0.03642896060609022,0.0
+,gamma4,1,31.0,3.1,-0.054223548044977456,0.0
+,gamma4,1,32.0,3.2,-0.14848604427900852,0.0
+,gamma4,1,33.0,3.3000000000000003,-0.1504160741933779,0.0
+,gamma4,1,34.0,3.4,-0.0819401782773731,0.0
+,gamma4,1,35.0,3.5,-0.11927709102317567,0.0
+,gamma4,1,36.0,3.6,-0.16282841172164902,0.0
+,gamma4,1,37.0,3.6999999999999997,-0.08806344020687322,0.0
+,gamma4,1,38.0,3.8,-0.10843277406300886,0.0
+,gamma4,1,39.0,3.9,-0.0017193191044480027,0.0
+,gamma4,1,40.0,4.0,0.015519251845634435,0.2
+,gamma4,1,41.0,4.0875,,1.0
+,gamma4,2,0.0,0.025000000000000005,0.08324037892999685,0.0
+,gamma4,2,1.0,0.09999999999999999,0.0033048173633526043,0.0
+,gamma4,2,2.0,0.2,0.006363657332708406,0.0
+,gamma4,2,3.0,0.3,-0.006456402723935328,0.0
+,gamma4,2,4.0,0.4,-0.04325536211235996,0.0
+,gamma4,2,5.0,0.5,-0.06838213728766325,0.0
+,gamma4,2,6.0,0.6,0.07218621366576419,0.0
+,gamma4,2,7.0,0.7000000000000001,0.0993321652542301,0.0
+,gamma4,2,8.0,0.8,-0.02260421175823002,0.0
+,gamma4,2,9.0,0.9,0.05218610617382213,0.0
+,gamma4,2,10.0,1.0,-0.12068434968830695,0.0
+,gamma4,2,11.0,1.0999999999999999,-0.1139168063128823,0.0
+,gamma4,2,12.0,1.2,0.04654167070694544,0.0
+,gamma4,2,13.0,1.3,-0.04956735239807427,0.0
+,gamma4,2,14.0,1.4,-0.07608525992111434,0.0
+,gamma4,2,15.0,1.5,0.07937628621759973,0.0
+,gamma4,2,16.0,1.6,0.056108285590861985,0.0
+,gamma4,2,17.0,1.7,0.0222360705185957,0.0
+,gamma4,2,18.0,1.8,0.09304789146717773,0.0
+,gamma4,2,19.0,1.9000000000000001,-0.08196469591388038,0.0
+,gamma4,2,20.0,2.0,1.0350096104514415,0.0
+,gamma4,2,21.0,2.1,0.017334083388217736,0.0
+,gamma4,2,22.0,2.2,0.09880997462518341,0.0
+,gamma4,2,23.0,2.3000000000000003,0.1368644324317223,0.0
+,gamma4,2,24.0,2.4,-0.05776318002369747,0.0
+,gamma4,2,25.0,2.5,0.005623862703528289,0.0
+,gamma4,2,26.0,2.6,0.06375803922157022,0.0
+,gamma4,2,27.0,2.6999999999999997,0.10788742279335288,0.0
+,gamma4,2,28.0,2.8,-0.012961523931177355,0.0
+,gamma4,2,29.0,2.9,-0.09278445036496119,0.0
+,gamma4,2,30.0,3.0,-0.04390994325097284,0.0
+,gamma4,2,31.0,3.1,-0.059616057444888106,0.0
+,gamma4,2,32.0,3.2,-0.022216770489699656,0.0
+,gamma4,2,33.0,3.3000000000000003,-0.015042620181776342,0.0
+,gamma4,2,34.0,3.4,-0.016466186730074918,0.0
+,gamma4,2,35.0,3.5,0.04589829411034485,0.0
+,gamma4,2,36.0,3.6,-0.12203066386799447,0.0
+,gamma4,2,37.0,3.6999999999999997,-0.035771022904517315,0.0
+,gamma4,2,38.0,3.8,0.020840515325327758,0.0
+,gamma4,2,39.0,3.9,-0.0361749761296973,0.0
+,gamma4,2,40.0,4.0,-0.06718649471240423,0.8
+,gamma4,2,41.0,4.0875,,1.0
+,gamma4,3,0.0,0.025000000000000005,-0.030622242653824405,0.0
+,gamma4,3,1.0,0.09999999999999999,-0.023612552587397178,0.0
+,gamma4,3,2.0,0.2,0.09995041544629087,0.0
+,gamma4,3,3.0,0.3,0.017361887612359683,0.0
+,gamma4,3,4.0,0.4,0.06340170113161162,0.0
+,gamma4,3,5.0,0.5,0.06525615005717911,0.0
+,gamma4,3,6.0,0.6,-0.022522508777670768,0.0
+,gamma4,3,7.0,0.7000000000000001,0.008195369833185584,0.0
+,gamma4,3,8.0,0.8,0.05636980842696486,0.0
+,gamma4,3,9.0,0.9,0.04274690397660071,0.0
+,gamma4,3,10.0,1.0,0.009024268326711793,0.0
+,gamma4,3,11.0,1.0999999999999999,-0.00657467092518386,0.0
+,gamma4,3,12.0,1.2,-0.05102435264052829,0.0
+,gamma4,3,13.0,1.3,-0.0261817150099339,0.0
+,gamma4,3,14.0,1.4,-0.020016782464332472,0.0
+,gamma4,3,15.0,1.5,0.04162091303832841,0.0
+,gamma4,3,16.0,1.6,-0.044252547983595195,0.0
+,gamma4,3,17.0,1.7,0.016473782083581523,0.0
+,gamma4,3,18.0,1.8,-0.08051897161234141,0.0
+,gamma4,3,19.0,1.9000000000000001,-0.09865218342671449,0.0
+,gamma4,3,20.0,2.0,0.0299835588058752,0.0
+,gamma4,3,21.0,2.1,-0.019674227474660928,0.0
+,gamma4,3,22.0,2.2,0.0029914943419404815,0.0
+,gamma4,3,23.0,2.3000000000000003,-0.17268740920372316,0.0
+,gamma4,3,24.0,2.4,-0.06377501058941404,0.0
+,gamma4,3,25.0,2.5,-0.07894998517816669,0.0
+,gamma4,3,26.0,2.6,-0.05893166365211342,0.0
+,gamma4,3,27.0,2.6999999999999997,-0.055864527772368944,0.0
+,gamma4,3,28.0,2.8,-0.033230524010366816,0.0
+,gamma4,3,29.0,2.9,-0.12933411490902494,0.0
+,gamma4,3,30.0,3.0,-0.03095633949560288,0.0
+,gamma4,3,31.0,3.1,-0.006088327421329105,0.0
+,gamma4,3,32.0,3.2,0.008183739879832475,0.0
+,gamma4,3,33.0,3.3000000000000003,-0.002868944879508506,0.0
+,gamma4,3,34.0,3.4,-0.06694047243841608,0.0
+,gamma4,3,35.0,3.5,-0.09098170055613682,0.0
+,gamma4,3,36.0,3.6,0.033830958828760416,0.0
+,gamma4,3,37.0,3.6999999999999997,-0.05682664209521197,0.0
+,gamma4,3,38.0,3.8,0.0367173017972892,0.0
+,gamma4,3,39.0,3.9,-0.012072467055714927,0.0
+,gamma4,3,40.0,4.0,-0.026414314076994794,0.8
+,gamma4,3,41.0,4.0875,,1.0
+,gamma4,4,0.0,0.025000000000000005,0.09827052991615333,0.0
+,gamma4,4,1.0,0.09999999999999999,-0.009168581479493176,0.0
+,gamma4,4,2.0,0.2,0.015055173884464779,0.0
+,gamma4,4,3.0,0.3,-0.004601736653177313,0.0
+,gamma4,4,4.0,0.4,-0.02326562799972025,0.0
+,gamma4,4,5.0,0.5,-0.006900810857438396,0.0
+,gamma4,4,6.0,0.6,0.02969168547138008,0.0
+,gamma4,4,7.0,0.7000000000000001,0.035508586680466636,0.0
+,gamma4,4,8.0,0.8,-0.0066841205050548694,0.0
+,gamma4,4,9.0,0.9,0.014427363152438866,0.0
+,gamma4,4,10.0,1.0,0.0031222483474317108,0.0
+,gamma4,4,11.0,1.0999999999999999,-0.038329607392541286,0.0
+,gamma4,4,12.0,1.2,-0.04720869457656194,0.0
+,gamma4,4,13.0,1.3,0.007650137604779765,0.0
+,gamma4,4,14.0,1.4,0.0030648584467201758,0.0
+,gamma4,4,15.0,1.5,-0.02876462394062303,0.0
+,gamma4,4,16.0,1.6,-0.030868224664884904,0.0
+,gamma4,4,17.0,1.7,-0.024316037091530924,0.0
+,gamma4,4,18.0,1.8,0.006324604807133971,0.0
+,gamma4,4,19.0,1.9000000000000001,0.03263735255699085,0.0
+,gamma4,4,20.0,2.0,1.168600525807723,0.0
+,gamma4,4,21.0,2.1,0.03435557140253542,0.0
+,gamma4,4,22.0,2.2,0.10590756052174481,0.0
+,gamma4,4,23.0,2.3000000000000003,0.13230969738967965,0.0
+,gamma4,4,24.0,2.4,0.19415340221398214,0.0
+,gamma4,4,25.0,2.5,0.1666149453119595,0.0
+,gamma4,4,26.0,2.6,0.20069167708413332,0.0
+,gamma4,4,27.0,2.6999999999999997,0.22498221342346478,0.0
+,gamma4,4,28.0,2.8,0.2506688895291961,0.0
+,gamma4,4,29.0,2.9,0.30609153400783073,0.0
+,gamma4,4,30.0,3.0,0.25618249380846175,0.0
+,gamma4,4,31.0,3.1,0.2737410208855431,0.0
+,gamma4,4,32.0,3.2,0.1844712042375804,0.0
+,gamma4,4,33.0,3.3000000000000003,0.18381626373430912,0.0
+,gamma4,4,34.0,3.4,0.18542178968391107,0.0
+,gamma4,4,35.0,3.5,0.21673024133630983,0.0
+,gamma4,4,36.0,3.6,0.16430543658029623,0.0
+,gamma4,4,37.0,3.6999999999999997,0.26373430910693624,0.0
+,gamma4,4,38.0,3.8,0.1160895723607068,0.0
+,gamma4,4,39.0,3.9,0.17779032415960053,0.0
+,gamma4,4,40.0,4.0,0.11834656063777937,0.8
+,gamma4,4,41.0,4.0875,,1.0
+,gamma4,5,0.0,0.025000000000000005,0.02781650281592718,0.0
+,gamma4,5,1.0,0.09999999999999999,-0.012761437243303956,0.0
+,gamma4,5,2.0,0.2,0.024312607400131813,0.0
+,gamma4,5,3.0,0.3,0.0026803177817160684,0.0
+,gamma4,5,4.0,0.4,0.0018012684456000017,0.0
+,gamma4,5,5.0,0.5,0.002555030858407803,0.0
+,gamma4,5,6.0,0.6,0.06013179862844269,0.0
+,gamma4,5,7.0,0.7000000000000001,0.017954551151362425,0.0
+,gamma4,5,8.0,0.8,0.02168566375657819,0.0
+,gamma4,5,9.0,0.9,0.0002777567818065633,0.0
+,gamma4,5,10.0,1.0,-0.027018578897533185,0.0
+,gamma4,5,11.0,1.0999999999999999,0.01260576327166781,0.0
+,gamma4,5,12.0,1.2,-0.0170997662446978,0.0
+,gamma4,5,13.0,1.3,0.02105667804883878,0.0
+,gamma4,5,14.0,1.4,-0.01571248285090865,0.0
+,gamma4,5,15.0,1.5,-0.001160208290461114,0.0
+,gamma4,5,16.0,1.6,-0.02510372984387721,0.0
+,gamma4,5,17.0,1.7,-0.026389649880709354,0.0
+,gamma4,5,18.0,1.8,-0.035987535260763016,0.0
+,gamma4,5,19.0,1.9000000000000001,-0.031756295398794133,0.0
+,gamma4,5,20.0,2.0,0.11007723218703769,0.0
+,gamma4,5,21.0,2.1,-0.029545916602511196,0.0
+,gamma4,5,22.0,2.2,-0.0013384445288687318,0.0
+,gamma4,5,23.0,2.3000000000000003,-0.03818787976499819,0.0
+,gamma4,5,24.0,2.4,-0.014004952475324095,0.0
+,gamma4,5,25.0,2.5,-0.04228408186618885,0.0
+,gamma4,5,26.0,2.6,-0.03812705041264084,0.0
+,gamma4,5,27.0,2.6999999999999997,-0.08853734947853324,0.0
+,gamma4,5,28.0,2.8,-0.0018355671670991836,0.0
+,gamma4,5,29.0,2.9,0.02354002360337004,0.0
+,gamma4,5,30.0,3.0,-0.019260200344404076,0.0
+,gamma4,5,31.0,3.1,0.0007477244715009546,0.0
+,gamma4,5,32.0,3.2,0.010361880144310076,0.0
+,gamma4,5,33.0,3.3000000000000003,-0.011754890038174351,0.0
+,gamma4,5,34.0,3.4,-0.07111316982855251,0.0
+,gamma4,5,35.0,3.5,-0.047800674855834724,0.0
+,gamma4,5,36.0,3.6,-0.03563072263845461,0.0
+,gamma4,5,37.0,3.6999999999999997,-0.06858583212357461,0.0
+,gamma4,5,38.0,3.8,-0.03751801990716597,0.0
+,gamma4,5,39.0,3.9,-0.018088966029677096,0.0
+,gamma4,5,40.0,4.0,-0.0626653163608198,0.4
+,gamma4,5,41.0,4.0875,,1.0
+,gamma5,0,0.0,0.025000000000000005,0.038870502439778375,0.0
+,gamma5,0,1.0,0.09999999999999999,0.018252353814680416,0.0
+,gamma5,0,2.0,0.2,0.08484694395756702,0.0
+,gamma5,0,3.0,0.3,0.17544906276957595,0.0
+,gamma5,0,4.0,0.4,-0.004214758462085877,0.0
+,gamma5,0,5.0,0.5,0.0811507565823842,0.0
+,gamma5,0,6.0,0.6,0.020226012317386723,0.0
+,gamma5,0,7.0,0.7000000000000001,-0.07812806639681798,0.0
+,gamma5,0,8.0,0.8,-0.04125608893294741,0.0
+,gamma5,0,9.0,0.9,-0.13530790529832024,0.0
